Ticker,Date
COST,05/28/2020 13:15 PDT
COST,03/05/2020
COST,12/12/2019 13:15 PST
COST,10/03/2019
COST,05/30/2019
COST,03/07/2019
COST,12/13/2018
COST,10/04/2018
COST,05/31/2018
COST,03/07/2018
COST,12/14/2017
COST,10/05/2017
COST,05/25/2017
COST,03/02/2017
COST,12/07/2016
COST,09/29/2016
COST,05/25/2016
COST,03/02/2016
COST,12/08/2015
COST,09/30/2015
COST,05/27/2015
COST,03/05/2015
COST,12/10/2014
TMO,01/29/2021
TMO,10/21/2020
TMO,07/22/2020
TMO,04/22/2020
TMO,01/30/2020
TMO,10/23/2019
TMO,07/24/2019
TMO,04/24/2019
TMO,01/30/2019
TMO,10/24/2018
TMO,07/25/2018
TMO,04/25/2018
TMO,01/31/2018
TMO,10/25/2017
TMO,07/26/2017
TMO,04/26/2017
TMO,01/31/2017
TMO,10/27/2016
TMO,07/28/2016
TMO,04/28/2016
TMO,01/28/2016
TMO,10/21/2015
TMO,07/22/2015
TMO,04/22/2015
TMO,01/29/2015
MRK,02/05/2021
MRK,10/27/2020
MRK,07/31/2020
MRK,04/28/2020
MRK,02/05/2020
MRK,10/29/2019
MRK,07/30/2019
MRK,04/30/2019
MRK,02/01/2019
MRK,10/25/2018
MRK,07/27/2018
MRK,05/01/2018
MRK,02/02/2018
MRK,10/27/2017
MRK,07/28/2017
MRK,05/02/2017
MRK,02/02/2017
MRK,10/25/2016
MRK,07/29/2016
MRK,05/05/2016
MRK,02/03/2016
MRK,10/27/2015
MRK,07/28/2015
MRK,04/28/2015
MRK,02/04/2015
PFE,01/28/2021
PFE,10/27/2020
PFE,07/28/2020
PFE,04/28/2020
PFE,01/28/2020
PFE,10/29/2019
PFE,07/30/2019
PFE,04/30/2019
PFE,01/29/2019
PFE,10/30/2018
PFE,07/31/2018
PFE,05/01/2018
PFE,01/30/2018
PFE,10/31/2017
PFE,08/01/2017
PFE,05/02/2017
PFE,01/31/2017
PFE,11/01/2016
PFE,08/02/2016
PFE,05/03/2016
PFE,02/02/2016
PFE,10/27/2015
PFE,04/28/2015
PFE,01/27/2015
PFE,10/28/2014
HD,11/17/2020
HD,08/18/2020
HD,05/19/2020
HD,02/25/2020
HD,11/19/2019
HD,08/20/2019
HD,05/21/2019
HD,02/26/2019
HD,11/13/2018
HD,08/14/2018
HD,05/15/2018
HD,02/20/2018
HD,11/14/2017
HD,08/15/2017
HD,05/16/2017 09:00 EDT
HD,02/21/2017
HD,11/15/2016
HD,08/16/2016
HD,05/16/2016
HD,02/23/2016
HD,11/17/2015
HD,08/18/2015
HD,05/19/2015
HD,02/24/2015
HD,11/18/2014
KO,01/29/2021
KO,10/22/2020
KO,07/21/2020
KO,04/21/2020
KO,01/30/2020
KO,10/18/2019
KO,07/23/2019
KO,04/23/2019
KO,02/14/2019
KO,10/30/2018
KO,07/25/2018
KO,04/24/2018
KO,02/13/2018
KO,10/25/2017
KO,07/26/2017
KO,04/25/2017
KO,02/09/2017
KO,10/26/2016
KO,07/27/2016
KO,04/20/2016
KO,02/09/2016
KO,10/21/2015
KO,07/22/2015
KO,04/22/2015
KO,02/10/2015
PEP,02/12/2021
PEP,10/01/2020
PEP,07/13/2020 06:00 EDT
PEP,04/28/2020
PEP,02/13/2020 06:00 EST
PEP,10/03/2019
PEP,07/09/2019
PEP,04/17/2019
PEP,02/15/2019
PEP,10/02/2018
PEP,07/10/2018
PEP,04/26/2018
PEP,02/13/2018
PEP,10/04/2017
PEP,07/11/2017
PEP,04/26/2017
PEP,02/15/2017
PEP,09/29/2016
PEP,07/07/2016
PEP,04/18/2016
PEP,02/11/2016
PEP,10/06/2015
PEP,07/09/2015
PEP,04/23/2015
PEP,02/11/2015
CSCO,02/12/2021
CSCO,11/12/2020
CSCO,08/12/2020
CSCO,05/13/2020
CSCO,02/12/2020
CSCO,11/13/2019
CSCO,08/14/2019
CSCO,05/15/2019
CSCO,02/13/2019
CSCO,11/14/2018
CSCO,08/15/2018
CSCO,05/16/2018
CSCO,02/14/2018
CSCO,11/15/2017
CSCO,08/16/2017
CSCO,05/17/2017
CSCO,02/15/2017 13:30 PDT
CSCO,11/16/2016
CSCO,08/17/2016
CSCO,05/18/2016
CSCO,02/10/2016
CSCO,11/12/2015
CSCO,08/12/2015
CSCO,05/13/2015
CSCO,02/11/2015
XOM,01/29/2021
XOM,10/30/2020 06:30 CDT
XOM,07/31/2020
XOM,05/01/2020
XOM,01/31/2020 06:30 CST
XOM,11/01/2019
XOM,08/02/2019
XOM,04/26/2019
XOM,02/01/2019
XOM,11/02/2018
XOM,07/27/2018
XOM,04/27/2018
XOM,02/02/2018
XOM,10/27/2017
XOM,07/28/2017
XOM,04/28/2017
XOM,01/31/2017
XOM,10/28/2016
XOM,07/29/2016
XOM,04/29/2016
XOM,02/02/2016
XOM,10/30/2015
XOM,07/31/2015
XOM,04/30/2015
XOM,02/02/2015
CVX,01/29/2021
CVX,10/30/2020
CVX,07/31/2020
CVX,05/01/2020
CVX,01/31/2020
CVX,11/01/2019
CVX,08/02/2019
CVX,04/26/2019
CVX,02/01/2019
CVX,11/02/2018
CVX,07/27/2018
CVX,04/27/2018
CVX,02/02/2018
CVX,10/27/2017
CVX,07/28/2017
CVX,04/28/2017
CVX,01/27/2017
CVX,10/28/2016
CVX,07/29/2016
CVX,04/29/2016
CVX,01/29/2016
CVX,10/30/2015
CVX,07/31/2015
CVX,05/01/2015
CVX,01/30/2015
CMG,02/04/2021
CMG,10/21/2020
CMG,07/22/2020 16:10 EDT
CMG,04/21/2020 16:10 EDT
CMG,02/04/2020
CMG,10/22/2019
CMG,07/23/2019
CMG,04/24/2019
CMG,02/06/2019
CMG,10/25/2018
CMG,07/26/2018
CMG,04/25/2018
CMG,02/06/2018
CMG,10/24/2017
CMG,07/25/2017
CMG,04/25/2017
CMG,02/02/2017
CMG,10/25/2016
CMG,07/21/2016
CMG,04/26/2016
CMG,02/02/2016
CMG,10/20/2015
CMG,07/21/2015
CMG,04/21/2015
CMG,02/03/2015
DPZ,02/19/2021
DPZ,10/08/2020
DPZ,07/16/2020
DPZ,04/23/2020
DPZ,02/20/2020
DPZ,10/08/2019
DPZ,07/16/2019
DPZ,04/24/2019
DPZ,02/21/2019
DPZ,10/16/2018
DPZ,07/19/2018
DPZ,04/26/2018
DPZ,02/20/2018
DPZ,10/12/2017
DPZ,07/25/2017
DPZ,04/27/2017
DPZ,02/28/2017
DPZ,10/18/2016
DPZ,07/21/2016
DPZ,04/28/2016
DPZ,02/25/2016
DPZ,10/08/2015
DPZ,07/16/2015
DPZ,04/23/2015
DPZ,02/24/2015
